"Item_Weight","Item_Fat_ContentLF","Item_Fat_Contentlow fat","Item_Fat_ContentLow Fat","Item_Fat_Contentreg","Item_Fat_ContentRegular","Item_Visibility","Item_TypeBaking Goods","Item_TypeBreads","Item_TypeBreakfast","Item_TypeCanned","Item_TypeDairy","Item_TypeFrozen Foods","Item_TypeFruits and Vegetables","Item_TypeHard Drinks","Item_TypeHealth and Hygiene","Item_TypeHousehold","Item_TypeMeat","Item_TypeOthers","Item_TypeSeafood","Item_TypeSnack Foods","Item_TypeSoft Drinks","Item_TypeStarchy Foods","Item_MRP","Outlet_Establishment_Year1985","Outlet_Establishment_Year1987","Outlet_Establishment_Year1997","Outlet_Establishment_Year1998","Outlet_Establishment_Year1999","Outlet_Establishment_Year2002","Outlet_Establishment_Year2004","Outlet_Establishment_Year2007","Outlet_Establishment_Year2009","Outlet_SizeOther","Outlet_SizeHigh","Outlet_SizeMedium","Outlet_SizeSmall","Outlet_Location_TypeTier 1","Outlet_Location_TypeTier 2","Outlet_Location_TypeTier 3","Outlet_TypeGrocery Store","Outlet_TypeSupermarket Type1","Outlet_TypeSupermarket Type2","Outlet_TypeSupermarket Type3"
12.6,0,0,1,0,0,0.037449987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.7354,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
11.1,0,0,1,0,0,0.294948897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0604,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
11.35,0,0,0,0,1,0.005525913,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,168.279,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
9.195,0,0,0,0,1,0.04712061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.1666,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.6,0,0,1,0,0,0.162248011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160.4604,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
18.85,0,0,1,0,0,0.090867297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,127.3336,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
8,0,0,0,0,1,0.030264897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.3092,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
19.1,0,0,1,0,0,0.067295406,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.9796,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.6,0,0,1,0,0,0.02827966,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152.234,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,1,0,0,0.020388413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44.4112,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,1,0,0,0.027644732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.4708,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
6.36,0,0,1,0,0,0.120731024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.506,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
19.6,0,0,1,0,0,0.025429614,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,151.7024,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.059438787,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130.9968,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17.1,0,0,0,0,1,0.074059474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,209.0638,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.6,0,0,1,0,0,0.015693328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150.7366,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,1,0,0,0.057850699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,113.2834,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
8.76,0,0,1,0,0,0.050011058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,126.7336,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6.775,0,0,1,0,0,0.105225964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.225,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16.25,0,0,1,0,0,0.039207025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,116.1176,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
19.85,0,0,1,0,0,0.044489064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89.4856,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
19.75,0,0,1,0,0,0.012437935,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,189.9872,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6.96,0,0,1,0,0,0.077350112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91.4146,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8.935,0,0,1,0,0,0.040346436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.7298,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
8.26,0,0,1,0,0,0.057585723,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113.7834,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
6.71,0,0,1,0,0,0.03565903,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.3166,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8.945,0,0,0,0,1,0.087629354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,263.491,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.65,0,0,1,0,0,0.053930934,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,107.8938,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
15,0,0,1,0,0,0.154228739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107.3938,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
15.35,0,0,1,0,0,0.096943078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,196.5768,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
14.35,0,0,1,0,0,0.017065268,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,109.5228,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.6,0,0,1,0,0,0.053930934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100.8042,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5.765,0,0,1,0,0,0.082178616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0164,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8.315,0,0,0,0,1,0.035542581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.3444,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6.13,0,0,1,0,0,0.102171627,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53.8298,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14.5,0,0,0,0,1,0.128235818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.1332,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
15.1,0,1,0,0,0,0.0552059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,219.4166,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
17.25,0,0,1,0,0,0.037337632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.7526,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
13,0,1,0,0,0,0.099242622,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.306,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12.6,0,0,0,0,1,0.030143704,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,222.0114,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.85,0,0,1,0,0,0.108412059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,233.2642,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7.975,0,0,1,0,0,0.014628382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.325,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
10.895,0,0,0,0,1,0.032454046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,144.8102,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
9.17,0,0,1,0,0,0.102978817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.947,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
16.2,0,0,1,0,0,0.105498192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101.47,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
14.65,0,0,1,0,0,0.171355643,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47.6692,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.009585169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102.5016,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
6.985,0,0,0,0,1,0.137926458,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,184.7608,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
17.7,0,0,1,0,0,0.053930934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115.0834,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16.1,0,0,0,0,1,0.053930934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35.1558,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
14.75,0,0,1,0,0,0.033076388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,237.2906,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.15,0,0,1,0,0,0.006770252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,124.473,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.6,0,0,1,0,0,0.142393355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36.419,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
18.5,0,0,1,0,0,0.025813943,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89.1172,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.15,0,0,1,0,0,0.015548178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,211.2928,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
16.1,0,0,0,0,1,0.159698192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32.0558,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
20.6,0,0,0,0,1,0.030634813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,212.9244,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
17.6,0,0,1,0,0,0.074522745,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,228.801,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.6,0,0,0,0,1,0.145200948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35.4558,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
5.98,0,0,1,0,0,0.043651198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146.1418,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13.5,0,0,1,0,0,0.094366079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190.9872,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.85,0,0,1,0,0,0.121702394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.7428,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
13.6,0,0,1,0,0,0.117613212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,194.2136,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
9.8,0,0,0,0,1,0.045258247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9874,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
15,0,0,1,0,0,0.058485617,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44.7744,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.6,0,0,1,0,0,0.00994477,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,177.837,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,0,0,1,0.087894475,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121.173,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16.35,0,0,1,0,0,0.113953562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,198.2426,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
12.6,0,0,1,0,0,0.198316649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.3956,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
7.05,1,0,0,0,0,0.084949955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,109.7912,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
20.1,0,0,0,0,1,0.054549098,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,193.782,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
19.6,0,0,1,0,0,0.094545236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,254.7698,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
16.35,0,0,0,0,1,0.062359467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,224.0062,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
13.15,0,0,1,0,0,0.092811105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,159.7604,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.65,0,0,0,0,1,0.156679617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,238.8538,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
14.5,0,0,0,0,1,0.09735225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,160.7262,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
17.75,0,0,1,0,0,0.076113671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.4544,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14,0,0,1,0,0,0.023783007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0332,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.114771298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.9094,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
9.895,0,0,0,0,1,0.048662357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,261.7278,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
10.195,0,0,1,0,0,0.211539389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110.9886,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
18.25,0,0,1,0,0,0.044430561,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174.208,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
6.4,0,0,1,0,0,0.141860161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41.0796,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5.88,0,0,1,0,0,0.053930934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,154.2998,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
6.895,0,0,1,0,0,0.022441883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,143.8812,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
20.5,0,0,1,0,0,0.142370445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90.6172,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
14.8,0,0,1,0,0,0.13564792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,190.8846,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
17.75,0,0,1,0,0,0.014602837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,158.6262,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
18.6,0,0,0,0,1,0.28701714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48.8376,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
12.5,0,1,0,0,0,0.031112643,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104.999,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
19,0,0,0,0,1,0.065621523,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,186.5214,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8.26,0,0,0,0,1,0.032573725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,125.073,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
9.06,0,0,1,0,0,0.009776268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,213.756,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
9.195,0,0,1,0,0,0.115353642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58.9246,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,0,1,0,0,0.110901004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,155.0998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5.945,0,0,1,0,0,0.093214866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,129.1652,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.053930934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5908,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
13.35,0,0,0,0,1,0.014649641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,207.3638,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.65,0,0,0,0,1,0.07603021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,189.0846,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.15,0,0,0,0,1,0.042855388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181.695,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,0,0,0,1,0.133144259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,190.8846,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
20.85,0,0,1,0,0,0.032580705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.066,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
18.25,0,0,1,0,0,0.053930934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,224.1062,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
11.3,0,0,0,0,1,0.066865326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,260.1962,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17.6,0,0,1,0,0,0.018943666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,237.359,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5.88,0,0,0,0,1,0.030371121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101.799,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,0,0,0,1,0.132630345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.8568,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
21.25,0,0,1,0,0,0.01001904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,184.6608,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
20.2,0,0,0,0,1,0.121254236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.5752,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
9.8,0,0,0,0,1,0.063764099,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,113.8492,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
16.6,0,0,1,0,0,0.136286138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,171.4422,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,0,0,0,1,0.164391573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62.8194,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
7.035,0,0,1,0,0,0.02189371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,262.791,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7.93,0,0,1,0,0,0.053930934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121.8414,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
15.5,0,0,1,0,0,0.053930934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41.377,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,0,1,0,0.067624438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120.944,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.35,0,0,0,0,1,0.186236236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7328,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.047037323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96.4068,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,0,0,1,0.099780431,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,225.2088,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
8.235,0,0,1,0,0,0.014488997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,183.795,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6.675,0,0,1,0,0,0.04200648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92.6462,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6.55,0,0,0,0,1,0.034575546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.5288,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
13.5,0,0,1,0,0,0.072965144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160.692,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
6.86,0,0,1,0,0,0.036530411,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,227.801,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
9.8,0,0,0,0,1,0.063946629,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,116.6492,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14.3,0,0,0,0,1,0.034551415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.1726,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
19.35,0,0,1,0,0,0.026329989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169.2474,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9.3,0,0,1,0,0,0.016009057,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,250.6092,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12.6,0,0,1,0,0,0.048637888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.7708,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
4.805,0,0,0,0,1,0.037852995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,126.2704,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,0,0,0,1,0.015016891,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,248.6408,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
14.5,0,0,0,1,0,0.059160135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170.7448,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
15.35,0,0,1,0,0,0.096379585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,196.5768,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
21.1,0,0,1,0,0,0.029008944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,143.3786,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.6,0,0,1,0,0,0.039078047,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,128.3678,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
19.5,0,0,1,0,0,0.082536604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,177.2002,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6.03,0,0,1,0,0,0.0226848,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,178.1028,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
20.7,0,0,1,0,0,0.170152831,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182.6266,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
